📡百视有线#genre#

📼电影持续更新,#genre#
J2,http://213.81.133.133:8080/jednotka/index.m3u8
TV BRICS,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
Viu TV,http://50.7.238.114:8278/viusix_twn/playlist.m3u8?tid=MD7D9950629799506297&ct=19234&tsum=83ba3013be3e325b775bcd348b38eab1Viu 

环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
香港電台(RTHK 34),https://livedoc.cgtn.com/1000d/prog_index.m3u8
耀才財經台,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才財經台,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w316626141.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港衛視[geo-blocked],https://epg.pw/stream/99980f8e82d6d4111c77f2fe961013e7d1ee153a55c7a9be69cfa17143933fd1.m3u8
香港衛視,https://epg.pw/stream/492e9c1ee871dfd72e301ac5f40de1a895ebed0c45c488b72b91d8874ba370a6.ctv
鳳凰香港,https://epg.pw/stream/8aa4301596dada4db1a6c94086183a8b733c3ade2254e0bbf1130a576faac531.m3u8
鳳凰香港,https://epg.pw/stream/b22976296a71b1a2a7fd440ea009e5501378f1e8193bcc7edaa6ad5a31a3e5e6.m3u8
鳳凰香港,https://epg.pw/stream/c2a8e1f13686db762d92ef378d737641e1d05183654494d649fe51870a0a6f48.m3u8
鳳凰香港,https://epg.pw/stream/8352ad260441ed0064f63f7a25eb3a7268a68b391f08a345b9bdbefd51aa330f.m3u8
鳳凰香港,https://epg.pw/stream/e88363a4ce6a2aa625ab98e3d840c778baec8405e1adb31a1a94f5d6518982ef.m3u8
鳳凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
hks,https://epg.pw/stream/0eab6241cf13ac3d52485869be7750cdf3d4366792dd4ac805449d6c39a4990a.m3u8
海峡两岸,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/93dafada4e35457788319f02f5063529/1200.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
香港麵包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
CGNTV,http://live.cgtn.com/1000/prog_index.m3u8
CGNTV,http://livear.cgtn.com/1000a/prog_index.m3u8
CGNTV,http://livees.cgtn.com/1000e/prog_index.m3u8
CGNTV,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGNTV,https://livedoc.cgtn.com/500d/prog_index.m3u8
鳳凰香港[geo-blocked],https://epg.pw/stream/d004872b834b5b726d43c1dc539903068b7a75321cd8528ae65fc02dda2a7c89.m3u8
RTHK34,https://epg.pw/stream/6e369058eba43ac78a0c076f78eaa1227afd471bdccf9df70077738d1152e0ba.m3u8
RTHK34,https://epg.pw/stream/8dc8b380861cc994bb3d9bb64f415d0d313eef5c60b5efbec01551f461837c92.m3u8
TVB翡翠,https://epg.pw/stream/b1bedc34e0cd84c712106b10fa7bd2055a46898678c37e35aebe43290c2c8a1f.m3u8

香港32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
澳門蓮花,http://anren.live/HK/BiIOU11uLA.m3u8

港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳视澳门.720,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视卫星.720,http://61.244.22.5/ch3/ch3.live/index.m3u8
澳视卫星.720,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳门体育.720,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8
澳门体育.720,http://61.244.22.5/ch4/sport_ch4.live/master.m3u8
澳门资讯.720,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳门资讯.720,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
澳门综艺.720,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8
澳门综艺.720,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视葡文.720,http://61.244.22.5/ch2/ch2.live/index.m3u8
澳视葡文.720,http://61.244.22.5/ch2/ch2.live/playelist.m3u8
三立都會,https://epg.pw/stream/b49c002c700cdbcd7cb82dceff7a4a3029193d5edb6ce9e216d0c338e352856d.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/cc4cae00306d97a1a7525911ee10a1983538f96a7fc920e563352cdd10002b36.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/6cbb5a395d787bd3f6333051a9436880165517d14c0cf42385908f669b061e88.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/c7dbae714c89491ea3eea1f746be7982f4fa8a8c81d67b3854ff67d46931a191.m3u8
马尔康综合[geo-blocked],https://epg.pw/stream/730624d47482fed3331196e40e506833a98c72142af419b50c098c0fdedb850b.m3u8
马尔康综合[geo-blocked],https://epg.pw/stream/6ab2a2e7ba69c1875adb1017afd6a908963105d2cfd5034319ee1b89b37d1ae5.ctv
TVBS亚洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
115新天地民俗臺[geo-blocked],https://epg.pw/stream/4bb6cd65c225d9000bfa15a013db79f1068df4d235fb7e2b041dad9ae2b4d1c0.ctv
115新天地民俗臺[geo-blocked],https://epg.pw/stream/f41827a1237e7180f5397cd04a3521f6bffe93737f13bd0f27dadeaa4f900746.ctv
經典電影臺,https://epg.pw/stream/67bd00977498393d01100601120d65629a3e6f600efef0b2922127f15ddb66d6.ctv
經典電影臺,https://epg.pw/stream/d0bc3876c3c39e995f65f2a459449587e1bb4cd79a211a228e8837b5bdd38bf9.ctv
CGTN Europe,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTN Europe,https://live.cgtn.com/1000/prog_index.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
耀才財經台 (576p),http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
GOODTV好医生,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
FashionTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1402273512.m3u8
Channel News Asia『蓝光』,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
俄·IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA Public Channel,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
UniverTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8
凤凰中文,https://epg.pw/stream/9d3ae35ac5340698211b15afabadf8d01cadfd8f2e804854fe854eb39412924a.m3u8
凤凰资讯,https://epg.pw/stream/feef91f40b85dafbfec7b968db0c1fc20f8fafdbbef2dfd751cfbcfd51f6ea5d.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
台视新闻,http://tv.redrainl.site:9500/live.m3u8?c=11
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
中天新闻,http://tv.redrainl.site:9500/live.m3u8?c=03
三立财经,http://tv.redrainl.site:9500/live.m3u8?c=51
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

💽广东频道,#genre#  
普宁台,http://ci.emdoor.tech:8080/touchtv.php?pk=2450
汕头综合,http://114.132.99.29:8812/st.php?id=G7Kql7a
汕头综合,http://nas147.myds.me:8888/udp/239.253.43.45:5146
汕头综合,http://nas147.myds.me:8888/udp/239.77.1.130:5146
汕头综合,http://120.238.13.198:8000/hls/65/index.m3u8
汕头经济,http://120.238.13.198:8000/hls/66/index.m3u8
文旅体育,http://120.238.13.198:8000/hls/67/index.m3u8
潮州综合,http://120.238.13.198:8000/hls/68/index.m3u8
文化生活,http://120.238.13.198:8000/hls/70/index.m3u8
汕头综合高清,http://211.97.63.3:801/hls/81/index.m3u8
汕头经济高清,http://211.97.63.3:801/hls/82/index.m3u8
汕头体育高清,http://211.97.63.3:801/hls/80/index.m3u8
汕头经济生活,http://nas147.myds.me:8888/udp/239.77.1.131:5146
汕头文旅体育,http://nas147.myds.me:8888/udp/239.253.43.47:5146
汕头经济生活,http://113.66.125.197:4022/rtp/239.77.1.131:5146
汕头经济生活,http://113.66.125.197:4022/rtp/239.253.43.46:5146
汕头文旅体育,http://113.66.125.197:4022/rtp/239.77.1.132:5146
汕头文旅体育,http://113.66.125.197:4022/rtp/239.253.43.47:5146
广东卫视,http://nas147.myds.me:8888/udp/239.77.0.166:5146
广东珠江,http://nas147.myds.me:8888/udp/239.77.0.1:5146
广东新闻,http://nas147.myds.me:8888/udp/239.77.0.173:5146
广东民生,http://nas147.myds.me:8888/udp/239.77.0.225:5146
广东体育,http://113.65.8.165:8000/udp/239.77.0.168:5146
广东体育,http://nas147.myds.me:8888/udp/239.77.0.112:5146
广东经济科教,http://nas147.myds.me:8888/udp/239.77.0.85:5146
广东影视,http://nas147.myds.me:8888/udp/239.77.0.217:5146
广东少儿,http://nas147.myds.me:8888/udp/239.77.0.250:5146
广东嘉佳卡通,http://nas147.myds.me:8888/udp/239.77.0.179:5146
广州综合,http://nas147.myds.me:8888/udp/239.253.43.71:5146
广州新闻,http://nas147.myds.me:8888/udp/239.253.43.72:5146
广州影视,http://nas147.myds.me:8888/udp/239.253.43.73:5146
广州法治,http://nas147.myds.me:8888/udp/239.253.43.74:5146
广州竞赛,http://nas147.myds.me:8888/udp/239.253.43.75:5146
深圳卫视,http://nas147.myds.me:8888/udp/239.77.0.130:5146
深圳都市,http://nas147.myds.me:8888/udp/239.77.1.176:5146
深圳电视剧,http://nas147.myds.me:8888/udp/239.77.1.125:5146
深圳财经生活,http://nas147.myds.me:8888/udp/239.77.1.242:5146
深圳娱乐,http://nas147.myds.me:8888/udp/239.77.1.243:5146
深圳体育健康,http://nas147.myds.me:8888/udp/239.77.1.128:5146
深圳少儿,http://nas147.myds.me:8888/udp/239.77.1.244:5146
深圳公共,http://nas147.myds.me:8888/udp/239.77.1.178:5146
深圳宝安,http://nas147.myds.me:8888/udp/239.77.1.67:5146
深圳龙岗,http://nas147.myds.me:8888/udp/239.77.1.223:5146
深圳东部,http://nas147.myds.me:8888/udp/239.77.1.224:5146
深圳众创TV,http://nas147.myds.me:8888/udp/239.77.1.247:5146
韶关新闻综合,http://nas147.myds.me:8888/udp/239.77.0.117:5146
韶关绿色生活,http://nas147.myds.me:8888/udp/239.77.0.119:5146
湛江新闻综合,http://nas147.myds.me:8888/udp/239.77.0.141:5146
湛江公共,http://nas147.myds.me:8888/udp/239.77.0.140:5146
揭阳综合,http://nas147.myds.me:8888/udp/239.77.0.229:5146
揭阳生活,http://nas147.myds.me:8888/udp/239.77.0.251:5146
汕尾新闻综合,http://nas147.myds.me:8888/udp/239.77.0.25:5146
汕尾文化生活,http://nas147.myds.me:8888/udp/239.77.0.187:5146
江门综合,http://nas147.myds.me:8888/udp/239.77.0.201:5146
江门侨乡生活,http://nas147.myds.me:8888/udp/239.77.0.202:5146
江门教育,http://nas147.myds.me:8888/udp/239.77.0.203:5146
惠州1,http://nas147.myds.me:8888/udp/239.77.1.232:5146
惠州2,http://nas147.myds.me:8888/udp/239.77.1.233:5146
珠海1,http://nas147.myds.me:8888/udp/239.77.0.155:5146
珠海2,http://nas147.myds.me:8888/udp/239.77.0.154:5146
肇庆综合,http://nas147.myds.me:8888/udp/239.253.43.1:5146
肇庆生活服务,http://nas147.myds.me:8888/udp/239.253.43.2:5146
河源综合,http://nas147.myds.me:8888/udp/239.253.43.213:5146
河源公共,http://nas147.myds.me:8888/udp/239.253.43.214:5146
清远新闻综合,http://nas147.myds.me:8888/udp/239.253.43.33:5146
清远公共,http://nas147.myds.me:8888/udp/239.253.43.34:5146
云浮综合,http://nas147.myds.me:8888/udp/239.77.0.253:5146
云浮文旅,http://nas147.myds.me:8888/udp/239.77.0.254:5146
茂名综合,http://nas147.myds.me:8888/udp/239.77.0.206:5146
茂名公共,http://nas147.myds.me:8888/udp/239.77.0.207:5146
汕尾文化生活,http://nas147.myds.me:8888/udp/239.77.0.187:5146
佛山公共,http://nas147.myds.me:8888/udp/239.253.43.53:5146
佛山南海,http://nas147.myds.me:8888/udp/239.253.43.54:5146
佛山顺德,http://nas147.myds.me:8888/udp/239.253.43.55:5146
佛山影视,http://nas147.myds.me:8888/udp/239.253.43.56:5146
佛山综合,http://nas147.myds.me:8888/udp/239.253.43.57:5146
东莞新闻综合,http://nas147.myds.me:8888/udp/239.253.43.104:5146
东莞生活资讯,http://nas147.myds.me:8888/udp/239.253.43.105:5146
中山综合,http://nas147.myds.me:8888/udp/239.253.43.62:5146
中山公共,http://nas147.myds.me:8888/udp/239.253.43.63:5146
中山教育,http://nas147.myds.me:8888/udp/239.253.43.64:5146
香山文化,http://nas147.myds.me:8888/udp/239.253.43.63:5146
徐闻综合,http://nas147.myds.me:8888/udp/239.253.43.112:5146
广东卫视,http://113.66.125.197:4022/rtp/239.77.0.84:5146
广东卫视,http://113.66.125.197:4022/rtp/239.77.0.166:5146
广东珠江,http://113.66.125.197:4022/rtp/239.77.0.1:5146
广东珠江,http://113.66.125.197:4022/rtp/239.77.0.114:5146
广东新闻,http://113.66.125.197:4022/rtp/239.77.0.173:5146
广东民生,http://113.66.125.197:4022/rtp/239.77.0.225:5146
广东体育,http://113.66.125.197:4022/rtp/239.77.0.112:5146
广东体育,http://113.66.125.197:4022/rtp/239.77.0.168:5146
广东经济科教,http://113.66.125.197:4022/rtp/239.77.0.85:5146
广东经济科教,http://113.66.125.197:4022/rtp/239.77.0.167:5146
广东大湾区卫视,http://113.66.125.197:4022/rtp/239.77.0.215:5146
广东影视,http://113.66.125.197:4022/rtp/239.77.0.217:5146
广东少儿,http://113.66.125.197:4022/rtp/239.77.0.250:5146
广东嘉佳卡通,http://113.66.125.197:4022/rtp/239.77.0.179:5146
广东岭南戏曲,http://113.66.125.197:4022/rtp/239.77.0.16:5146
广东房产,http://113.66.125.197:4022/rtp/239.77.0.14:5146
广东现代教育,http://113.66.125.197:4022/rtp/239.77.0.18:5146
广东移动,http://113.66.125.197:4022/rtp/239.77.0.20:5146
广州综合,http://113.66.125.197:4022/rtp/239.253.43.71:5146
广州新闻,http://113.66.125.197:4022/rtp/239.253.43.72:5146
广州影视,http://113.66.125.197:4022/rtp/239.253.43.73:5146
广州法治,http://113.66.125.197:4022/rtp/239.253.43.74:5146
南国都市4K,http://113.66.125.197:4022/rtp/239.253.43.99:5146
深圳卫视,http://113.66.125.197:4022/rtp/239.77.1.3:5146
深圳卫视,http://113.66.125.197:4022/rtp/239.77.1.148:5146
深圳卫视,http://113.66.125.197:4022/rtp/239.77.0.92:5146
深圳卫视,http://113.66.125.197:4022/rtp/239.77.0.130:5146
深圳都市,http://113.66.125.197:4022/rtp/239.77.1.176:5146
深圳都市,http://113.66.125.197:4022/rtp/239.77.1.124:5146
深圳电视剧,http://113.66.125.197:4022/rtp/239.77.1.177:5146
深圳电视剧,http://113.66.125.197:4022/rtp/239.77.1.125:5146
深圳财经,http://113.66.125.197:4022/rtp/239.77.1.242:5146
深圳娱乐,http://113.66.125.197:4022/rtp/239.77.1.243:5146
深圳体育,http://113.66.125.197:4022/rtp/239.77.1.128:5146
深圳体育,http://113.66.125.197:4022/rtp/239.77.1.140:5146
深圳少儿,http://113.66.125.197:4022/rtp/239.77.1.244:5146
深圳公共,http://113.66.125.197:4022/rtp/239.77.1.178:5146
深圳公共,http://113.66.125.197:4022/rtp/239.77.1.126:5146
深圳宝安,http://113.66.125.197:4022/rtp/239.77.1.67:5146
深圳龙岗,http://113.66.125.197:4022/rtp/239.77.1.223:5146
深圳东部,http://113.66.125.197:4022/rtp/239.77.1.224:5146
深圳众创,http://113.66.125.197:4022/rtp/239.77.1.247:5146
深圳移动电视,http://113.66.125.197:4022/rtp/239.77.1.175:5146
梅州综合,http://113.66.125.197:4022/rtp/239.253.43.123:5146 
梅州客家,http://113.66.125.197:4022/rtp/239.253.43.124:5146 
潮州综合,http://113.66.125.197:4022/rtp/239.253.43.70:5146
潮州民生,http://113.66.125.197:4022/rtp/239.253.43.75:5146 
韶关新闻综合,http://113.66.125.197:4022/rtp/239.77.0.117:5146
韶关绿色生活,http://113.66.125.197:4022/rtp/239.77.0.119:5146
湛江新闻综合,http://113.66.125.197:4022/rtp/239.77.0.141:5146
湛江公共,http://113.66.125.197:4022/rtp/239.77.0.140:5146
揭阳综合,http://113.66.125.197:4022/rtp/239.77.0.229:5146
揭阳生活,http://113.66.125.197:4022/rtp/239.77.0.251:5146
汕尾新闻综合,http://113.66.125.197:4022/rtp/239.77.0.25:5146
汕尾文化生活,http://113.66.125.197:4022/rtp/239.77.0.187:5146
江门综合,http://113.66.125.197:4022/rtp/239.77.0.201:5146
江门侨乡生活,http://113.66.125.197:4022/rtp/239.77.0.202:5146
江门教育,http://113.66.125.197:4022/rtp/239.77.0.203:5146
惠州1,http://113.66.125.197:4022/rtp/239.77.1.232:5146
惠州2,http://113.66.125.197:4022/rtp/239.77.1.233:5146
珠海1,http://113.66.125.197:4022/rtp/239.77.0.155:5146
珠海2,http://113.66.125.197:4022/rtp/239.77.0.154:5146
肇庆综合,http://113.66.125.197:4022/rtp/239.253.43.1:5146
肇庆生活,http://113.66.125.197:4022/rtp/239.253.43.2:5146
河源综合,http://113.66.125.197:4022/rtp/239.253.43.213:5146
河源公共,http://113.66.125.197:4022/rtp/239.253.43.214:5146
清远新闻综合,http://113.66.125.197:4022/rtp/239.253.43.33:5146
清远文旅生活,http://113.66.125.197:4022/rtp/239.253.43.34:5146
云浮综合,http://113.66.125.197:4022/rtp/239.77.0.253:5146
云浮文旅,http://113.66.125.197:4022/rtp/239.77.0.254:5146
茂名综合,http://113.66.125.197:4022/rtp/239.77.0.206:5146
茂名公共,http://113.66.125.197:4022/rtp/239.77.0.207:5146
潮州综合,http://113.66.125.197:4022/rtp/239.253.43.70:5146
潮州民生,http://113.66.125.197:4022/rtp/239.253.43.75:5146  
佛山公共,http://113.66.125.197:4022/rtp/239.253.43.53:5146
佛山南海,http://113.66.125.197:4022/rtp/239.253.43.54:5146
佛山顺德,http://113.66.125.197:4022/rtp/239.253.43.55:5146
佛山影视,http://113.66.125.197:4022/rtp/239.253.43.56:5146
佛山综合,http://113.66.125.197:4022/rtp/239.253.43.57:5146
东莞新闻综合,http://113.66.125.197:4022/rtp/239.253.43.104:5146
东莞生活资讯,http://113.66.125.197:4022/rtp/239.253.43.105:5146
中山综合,http://113.66.125.197:4022/rtp/239.253.43.62:5146
香山文化,http://113.66.125.197:4022/rtp/239.253.43.63:5146
中山教育,http://113.66.125.197:4022/rtp/239.253.43.64:5146
徐闻综合,http://113.66.125.197:4022/rtp/239.253.43.112:5146
潮州综合,http://120.238.13.198:8000/hls/68/index.m3u8
文化生活,http://120.238.13.198:8000/hls/70/index.m3u8
潮安综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2523
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
揭阳综合,http://php.jdshipin.com:8880/tianma.php?id=jyzh
揭阳生活,http://php.jdshipin.com:8880/tianma.php?id=jysh
普宁台,http://php.jdshipin.com:8880/chudian.php?id=pnzh
潮安综合,http://php.jdshipin.com:8880/chudian.php?id=cazh
广东新闻,http://ci.emdoor.tech:8080/touchtv.php?pk=1186
广东珠江,http://ci.emdoor.tech:8080/touchtv.php?pk=1183
广东民生,http://ci.emdoor.tech:8080/touchtv.php?pk=1185
广东新闻,http://ci.emdoor.tech:8080/touchtv.php?pk=1186
广东卫视,http://ci.emdoor.tech:8080/touchtv.php?pk=1182
大湾区卫视,http://ci.emdoor.tech:8080/touchtv.php?pk=1197
广东综艺4K,http://ci.emdoor.tech:8080/touchtv.php?pk=1198
广东体育,http://ci.emdoor.tech:8080/touchtv.php?pk=1184
广东影视,http://ci.emdoor.tech:8080/touchtv.php?pk=1199
嘉佳卡通,http://ci.emdoor.tech:8080/touchtv.php?pk=1187
广东国际,http://ci.emdoor.tech:8080/touchtv.php?pk=1191
广东经济科教,http://ci.emdoor.tech:8080/touchtv.php?pk=1196
广东少儿,http://ci.emdoor.tech:8080/touchtv.php?pk=1200
广东移动,http://ci.emdoor.tech:8080/touchtv.php?pk=2463
GRTN文化频道,http://ci.emdoor.tech:8080/touchtv.php?pk=2511
河源综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2402
河源公共,http://ci.emdoor.tech:8080/touchtv.php?pk=2496
肇庆生活,http://ci.emdoor.tech:8080/touchtv.php?pk=2525
肇庆综合,http://ci.emdoor.tech:8080/touchtv.php?pk=1232
阳江-1,http://ci.emdoor.tech:8080/touchtv.php?pk=2505
阳江-2,http://ci.emdoor.tech:8080/touchtv.php?pk=2506
梅州综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2401
化州综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2440
开平生活,http://ci.emdoor.tech:8080/touchtv.php?pk=2406
紫金台,http://ci.emdoor.tech:8080/touchtv.php?pk=2452
海丰县广播电视台,http://ci.emdoor.tech:8080/touchtv.php?pk=2413
英德新闻综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2447
阳春综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2458
广宁综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2414
惠东综合频道,http://ci.emdoor.tech:8080/touchtv.php?pk=2404
乐昌电视台,http://ci.emdoor.tech:8080/touchtv.php?pk=2503
惠阳电视台,http://ci.emdoor.tech:8080/touchtv.php?pk=2470
开平综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2405
廉江台,http://ci.emdoor.tech:8080/touchtv.php?pk=2445
遂溪台,http://ci.emdoor.tech:8080/touchtv.php?pk=2488
雷州台,http://ci.emdoor.tech:8080/touchtv.php?pk=2482
徐闻台,http://ci.emdoor.tech:8080/touchtv.php?pk=2474
吴川综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2499
东莞综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2395
东莞生活,http://ci.emdoor.tech:8080/touchtv.php?pk=1235
东源综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2497
清新综合频道,http://ci.emdoor.tech:8080/touchtv.php?pk=2448
佛冈综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2460
鹤山综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2441
信宜综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2471
怀集综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2462
阳西综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2476
台山台,http://ci.emdoor.tech:8080/touchtv.php?pk=2479
新会综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2490
连州综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2455
罗定综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2491
连平综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2520
和平综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2492
工布江达县广播电视台,http://ci.emdoor.tech:8080/touchtv.php?pk=2439
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
增城电视台,http://pl1.cloud.dayang.com.cn/live/10062_E5i2s6.m3u8
深圳众创TV,https://lglivepull.sznews.com/live/2645.m3u8
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
深圳龙岗广播,https://lglivepull.sznews.com/live/2648.m3u8
深圳龙岗,http://liveplay.sznews.com/66_showto_live/2647.m3u8
深圳都市,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
深圳电视剧,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel47/index.m3u8
深圳财*生活,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel48/index.m3u8
深圳娱乐,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel49/index.m3u8
深圳体育健康,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel50/index.m3u8
深圳少儿,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel51/index.m3u8
深圳公共,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel52/index.m3u8
深圳宜和购物,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel42/index.m3u8
深圳蛇口,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel37/index.m3u8
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
